Employee ID,Name,Department,Salary,Joining Date,Age,Performance Rating,Bonus,Email,Attendance (%),Data Insert Time
417,Olivia Davis,Marketing,81555.0,2016-01-22,30.0,Below Average,,olivia.davis@company.com,95.8,2024-01-29 13:54:46
509,Wendy Brown,IT,61732.0,2017-10-27,24.0,Below Average,6823.95,wendy.brown@company.com,88.95,2024-01-08 19:00:18
591,Wendy Jones,Sales,53456.0,2019-05-24,52.0,Below Average,5252.04,wendy.jones@company.com,75.31,2024-01-19 08:03:28
592,Kathy Johnson,Sales,96397.0,2019-05-31,27.0,Average,,kathy.johnson@company.com,90.78,2024-01-30 22:08:07
381,Quincy Davis,Sales,115353.0,2015-05-15,50.0,Average,,quincy.davis@company.com,81.06,2024-01-24 18:41:40
457,Hank Miller,IT,117052.0,2016-10-28,49.0,Poor,8842.37,hank.miller@company.com,96.84,2024-01-26 15:48:59
177,Uma Smith,HR,101267.0,2011-06-17,33.0,Good,9849.38,uma.smith@company.com,87.89,2024-01-06 18:46:09
562,Quincy Rodriguez,Finance,102292.0,2018-11-02,38.0,Good,9878.88,quincy.rodriguez@company.com,71.18,2024-01-24 21:24:25
598,Bob Davis,Marketing,97091.0,2019-07-12,38.0,Excellent,7025.66,bob.davis@company.com,96.07,2024-01-24 12:10:17
312,Grace Martinez,Finance,56896.0,2014-01-17,35.0,Excellent,6351.19,grace.martinez@company.com,94.96,2024-01-27 19:38:41
202,Mona Garcia,HR,46893.0,2011-12-09,47.0,Poor,,mona.garcia@company.com,93.02,2024-01-26 13:31:26
435,Xander Smith,Operations,72307.0,2016-05-27,47.0,Average,,xander.smith@company.com,72.36,2024-01-04 00:41:05
576,Kathy Garcia,Finance,80943.0,2019-02-08,27.0,Average,5067.55,kathy.garcia@company.com,83.64,2024-01-23 00:42:25
437,Nathan Garcia,Operations,100921.0,2016-06-10,46.0,Below Average,7800.61,nathan.garcia@company.com,73.98,2024-01-13 04:34:58
541,Tina Rodriguez,Sales,95284.0,2018-06-08,32.0,Below Average,10202.01,tina.rodriguez@company.com,94.87,2024-01-28 09:51:23
274,Jack Johnson,HR,72097.0,2013-04-26,25.0,Average,6614.33,jack.johnson@company.com,81.18,2024-01-11 07:38:09
103,Olivia Martinez,Finance,79353.0,2010-01-15,49.0,Below Average,10006.48,olivia.martinez@company.com,71.41,2024-01-28 13:47:58
434,Nathan Davis,Sales,104895.0,2016-05-20,31.0,Below Average,8221.41,nathan.davis@company.com,71.0,2024-01-08 04:05:33
510,David Johnson,Finance,70354.0,2017-11-03,54.0,Poor,,david.johnson@company.com,91.99,2024-01-09 22:19:28
171,Nathan Garcia,Operations,52183.0,2011-05-06,49.0,Poor,3447.42,nathan.garcia@company.com,84.23,2024-01-25 23:41:14
310,Nathan Johnson,IT,114740.0,2014-01-03,52.0,Good,11756.03,nathan.johnson@company.com,74.82,2024-01-26 14:47:04
164,Charlie Davis,Operations,82642.0,2011-03-18,48.0,Poor,,charlie.davis@company.com,97.46,2024-01-18 18:19:39
485,Wendy Garcia,IT,44748.0,2017-05-12,59.0,Good,3417.98,wendy.garcia@company.com,70.92,2024-01-02 09:37:56
194,Mona Garcia,IT,86214.0,2011-10-14,43.0,Excellent,11585.64,mona.garcia@company.com,96.1,2024-01-09 07:35:58
586,Kathy Martinez,Marketing,109172.0,2019-04-19,33.0,Poor,15029.56,kathy.martinez@company.com,99.1,2024-01-29 05:17:47
286,Nathan Miller,IT,55338.0,2013-07-19,57.0,Excellent,4140.55,nathan.miller@company.com,94.74,2024-01-23 18:30:04
134,David Martinez,Operations,96250.0,2010-08-20,36.0,Good,5728.03,david.martinez@company.com,77.39,2024-01-10 20:23:07
178,Yara Rodriguez,Sales,88354.0,2011-06-24,47.0,Good,7415.0,yara.rodriguez@company.com,76.9,2024-01-12 12:11:16
101,Nathan Jones,Finance,91005.0,2010-01-01,53.0,Average,9459.92,nathan.jones@company.com,81.49,2024-01-03 12:48:38
112,Grace Johnson,Finance,47392.0,2010-03-19,51.0,Poor,,grace.johnson@company.com,91.57,2024-01-09 20:16:29
516,Xander Smith,HR,92638.0,2017-12-15,45.0,Poor,8491.78,xander.smith@company.com,99.14,2024-01-06 20:26:41
123,Mona Jones,Marketing,107863.0,2010-06-04,55.0,Poor,,mona.jones@company.com,71.54,2024-01-05 12:32:38
173,Hank Martinez,Marketing,52874.0,2011-05-20,42.0,Below Average,,hank.martinez@company.com,-10.0,2024-01-23 10:58:16
283,Kathy Davis,Sales,71024.0,2013-06-28,59.0,Below Average,8855.35,kathy.davis@company.com,84.85,2024-01-19 01:57:41
232,Xander Miller,HR,40301.0,2012-07-06,58.0,Excellent,3788.28,xander.miller@company.com,88.4,2024-01-06 10:22:39
511,Yara Rodriguez,Operations,53843.0,2017-11-10,49.0,Good,4359.46,yara.rodriguez@company.com,73.95,2024-01-12 03:28:17
294,David Brown,IT,96179.0,2013-09-13,31.0,Good,10399.75,david.brown@company.com,95.52,2024-01-20 06:03:34
156,Olivia Brown,Operations,42049.0,2011-01-21,37.0,Excellent,2207.93,olivia.brown@company.com,76.64,2024-01-23 17:44:26
249,Victor Williams,IT,51093.0,2012-11-02,30.0,Average,2785.43,victor.williams@company.com,97.83,2024-01-17 23:50:02
119,Leo Rodriguez,HR,92662.0,2010-05-07,35.0,Good,7073.55,leo.rodriguez@company.com,76.45,2024-01-07 11:01:21
305,Kathy Williams,Finance,72217.0,2013-11-29,36.0,Average,5436.75,kathy.williams@company.com,70.88,2024-01-26 04:58:28
179,Mona Williams,Marketing,42557.0,2011-07-01,55.0,Below Average,5385.44,mona.williams@company.com,73.62,2024-01-07 19:18:45
595,Quincy Davis,Operations,85106.0,2019-06-21,33.0,Poor,4422.62,quincy.davis@company.com,90.5,2024-01-21 02:45:55
363,Rachel Williams,IT,100890.0,2015-01-09,59.0,Poor,6515.03,rachel.williams@company.com,90.41,2024-01-16 23:25:10
424,Eve Davis,Marketing,119459.0,2016-03-11,58.0,Below Average,,eve.davis@company.com,74.27,2024-01-27 00:10:35
584,Olivia Miller,HR,63574.0,2019-04-05,46.0,Below Average,8788.36,olivia.miller@company.com,76.06,2024-01-20 19:53:48
180,Wendy Williams,Operations,78360.0,2011-07-08,35.0,Below Average,,wendy.williams@company.com,72.31,2024-01-17 17:21:55
140,Ivy Smith,HR,48680.0,2010-10-01,31.0,Poor,5596.43,ivy.smith@company.com,80.83,2024-01-29 03:09:05
552,David Johnson,Operations,115672.0,2018-08-24,55.0,Average,6793.68,david.johnson@company.com,95.33,2024-01-19 06:40:58
147,Jack Smith,HR,79384.0,2010-11-19,55.0,Poor,,jack.smith@company.com,86.26,2024-01-18 07:32:36
339,Kathy Miller,Marketing,69124.0,2014-07-25,35.0,Poor,3783.22,kathy.miller@company.com,88.63,2024-01-04 12:46:03
492,Tina Brown,HR,65470.0,2017-06-30,31.0,Poor,3497.81,tina.brown@company.com,80.38,2024-01-28 04:47:23
453,David Miller,Sales,112267.0,2016-09-30,54.0,Average,10791.63,david.miller@company.com,94.05,2024-01-09 07:07:38
442,Jack Miller,Finance,106703.0,2016-07-15,28.0,Excellent,9659.34,jack.miller@company.com,75.02,2024-01-12 09:50:49
378,Jack Brown,Sales,67350.0,2015-04-24,57.0,Below Average,8926.75,jack.brown@company.com,76.39,2024-01-19 07:51:34
391,David Smith,Operations,47543.0,2015-07-24,57.0,Average,6532.78,david.smith@company.com,88.79,2024-01-27 23:22:27
418,Ivy Johnson,Finance,86959.0,2016-01-29,50.0,Excellent,,ivy.johnson@company.com,93.4,2024-01-17 08:22:22
405,Mona Johnson,Finance,47357.0,2015-10-30,34.0,Below Average,7087.91,mona.johnson@company.com,87.46,2024-01-10 15:01:36
369,Wendy Rodriguez,Marketing,75195.0,2015-02-20,43.0,Below Average,8029.76,wendy.rodriguez@company.com,98.31,2024-01-20 19:21:38
170,Mona Rodriguez,Sales,99040.0,2011-04-29,39.0,Poor,13487.73,mona.rodriguez@company.com,98.33,2024-01-13 22:56:06
556,Victor Davis,Sales,96570.0,2018-09-21,38.0,Poor,6906.11,victor.davis@company.com,76.18,2024-01-31 06:51:58
566,Leo Jones,Marketing,60309.0,2018-11-30,46.0,Average,,leo.jones@company.com,79.48,2024-01-01 10:24:34
255,Nathan Williams,HR,106320.0,2012-12-14,52.0,Poor,14689.62,nathan.williams@company.com,74.62,2024-01-15 10:15:15
183,Charlie Rodriguez,Marketing,86975.0,2011-07-29,30.0,Poor,12867.96,charlie.rodriguez@company.com,91.74,2024-01-06 16:48:46
578,Ivy Miller,Marketing,69189.0,2019-02-22,42.0,Good,7952.99,ivy.miller@company.com,84.67,2024-01-04 09:23:27
273,Jack Davis,IT,53403.0,2013-04-19,47.0,Below Average,4429.49,jack.davis@company.com,82.25,2024-01-12 07:27:53
422,Mona Rodriguez,Finance,79954.0,2016-02-26,44.0,Good,5464.32,mona.rodriguez@company.com,77.26,2024-01-23 17:24:28
191,Xander Davis,IT,43987.0,2011-09-23,29.0,Average,5756.64,xander.davis@company.com,88.48,2024-01-13 22:41:06
281,Quincy Miller,Sales,95609.0,2013-06-14,47.0,Average,13528.55,quincy.miller@company.com,72.28,2024-01-21 09:11:47
515,Charlie Martinez,HR,78413.0,2017-12-08,53.0,Average,6564.63,charlie.martinez@company.com,77.13,2024-01-19 01:49:49
413,Wendy Miller,Sales,500000.0,2015-12-25,58.0,Excellent,47902.45,wendy.miller@company.com,84.4,2024-01-10 13:40:03
379,Victor Brown,Operations,65351.0,2015-05-01,45.0,Excellent,5398.48,victor.brown@company.com,70.93,2024-01-23 09:36:39
482,Victor Williams,IT,95129.0,2017-04-21,23.0,Excellent,,victor.williams@company.com,75.99,2024-01-05 10:57:48
573,Jack Johnson,Finance,48702.0,2019-01-18,44.0,Below Average,,jack.johnson@company.com,98.55,2024-01-27 04:01:42
463,Uma Rodriguez,HR,79081.0,2016-12-09,43.0,Excellent,,uma.rodriguez@company.com,91.95,2024-01-24 21:35:41
425,Victor Brown,Finance,56779.0,2016-03-18,42.0,Average,8012.48,victor.brown@company.com,84.97,2024-01-13 16:27:09
532,Tina Garcia,Finance,101529.0,2018-04-06,40.0,Average,6975.57,tina.garcia@company.com,93.2,2024-01-28 10:02:57
448,Hank Martinez,Marketing,49348.0,2016-08-26,45.0,Average,4692.4,hank.martinez@company.com,71.56,2024-01-16 18:12:14
187,Victor Williams,Operations,101135.0,2011-08-26,38.0,Poor,,victor.williams@company.com,93.72,2024-01-27 21:38:40
176,Eve Miller,HR,93351.0,2011-06-10,26.0,Below Average,10073.99,eve.miller@company.com,71.11,2024-01-19 20:35:24
539,Alice Brown,Sales,78088.0,2018-05-25,26.0,Below Average,8689.56,alice.brown@company.com,85.59,2024-01-02 11:02:02
116,Rachel Davis,Finance,66309.0,2010-04-16,,Average,9714.19,rachel.davis@company.com,89.91,2024-01-27 12:35:48
350,Steve Johnson,HR,105417.0,2014-10-10,35.0,Good,6646.09,steve.johnson@company.com,84.66,2024-01-29 10:20:20
534,Quincy Martinez,Sales,73307.0,2018-04-20,57.0,Average,9347.83,quincy.martinez@company.com,99.09,2024-01-29 15:23:26
120,Leo Miller,IT,52688.0,2010-05-14,23.0,Average,5468.91,leo.miller@company.com,70.94,2024-01-04 16:01:23
423,Uma Smith,Marketing,87280.0,2016-03-04,22.0,Excellent,9894.39,uma.smith@company.com,99.6,2024-01-13 12:38:22
433,Hank Rodriguez,IT,91934.0,2016-05-13,30.0,Poor,6414.22,hank.rodriguez@company.com,80.52,2024-01-07 21:44:30
157,Steve Martinez,Marketing,71616.0,2011-01-28,29.0,Average,5497.64,steve.martinez@company.com,99.63,2024-01-27 18:12:33
402,Leo Jones,Finance,105510.0,2015-10-09,47.0,Good,7270.67,leo.jones@company.com,76.02,2024-01-10 19:18:00
330,Grace Johnson,Operations,112789.0,2014-05-23,26.0,Good,12580.68,grace.johnson@company.com,73.08,2024-01-16 16:53:38
432,Wendy Martinez,HR,99163.0,2016-05-06,15.0,Good,8052.85,wendy.martinez@company.com,72.64,2024-01-12 18:51:19
233,Ivy Jones,Operations,85236.0,2012-07-13,27.0,Good,7888.17,ivy.jones@company.com,200.0,2024-01-06 17:35:11
238,Charlie Martinez,Operations,46102.0,2012-08-17,54.0,Poor,5730.84,charlie.martinez@company.com,88.23,2024-01-22 07:13:29
524,Charlie Smith,HR,50975.0,2018-02-09,52.0,Average,,charlie.smith@company.com,80.78,2024-01-25 13:00:43
436,Alice Johnson,IT,94098.0,2016-06-03,56.0,Good,9628.9,alice.johnson@company.com,81.91,2024-01-22 12:48:53
126,Alice Garcia,IT,74698.0,2010-06-25,39.0,Below Average,8138.77,alice.garcia@company.com,80.03,2024-01-19 08:31:34
565,Eve Miller,IT,102680.0,2018-11-23,23.0,Poor,9247.62,eve.miller@company.com,98.02,2024-01-06 17:38:43
382,Xander Jones,HR,116797.0,2015-05-22,29.0,Poor,16992.52,xander.jones@company.com,95.93,2024-01-29 08:14:58
348,David Brown,Finance,108385.0,2014-09-26,54.0,Good,15273.41,david.brown@company.com,70.66,2024-01-25 19:33:46
338,Xander Garcia,Marketing,100403.0,2014-07-18,29.0,Below Average,9461.77,xander.garcia@company.com,80.38,2024-01-11 07:46:13
218,Hank Johnson,Sales,85714.0,2012-03-30,46.0,Below Average,7734.15,hank.johnson@company.com,71.26,2024-01-25 18:21:33
143,Paul Rodriguez,Sales,77504.0,2010-10-22,38.0,Good,8929.72,paul.rodriguez@company.com,74.1,2024-01-16 00:00:44
321,Steve Johnson,Sales,93222.0,2014-03-21,50.0,Average,13099.99,steve.johnson@company.com,86.2,2024-01-07 02:40:25
277,Uma Rodriguez,Operations,92921.0,2013-05-17,54.0,Excellent,9231.2,uma.rodriguez@company.com,84.88,2024-01-04 04:34:32
421,Paul Davis,IT,106234.0,2016-02-19,32.0,Good,9741.66,paul.davis@company.com,73.15,2024-01-14 09:18:25
254,Jack Johnson,Sales,85017.0,2012-12-07,45.0,Poor,9952.14,jack.johnson@company.com,90.88,2024-01-08 06:22:56
332,Yara Jones,Operations,49435.0,2014-06-06,35.0,Average,2728.22,yara.jones@company.com,90.64,2024-01-28 14:07:35
328,David Johnson,Sales,109042.0,2014-05-09,42.0,Average,10774.57,david.johnson@company.com,88.98,2024-01-04 10:10:52
518,Frank Miller,Sales,108866.0,2017-12-29,53.0,Below Average,8839.24,frank.miller@company.com,95.63,2024-01-03 07:45:32
304,Hank Davis,Operations,65945.0,2013-11-22,32.0,Good,,hank.davis@company.com,96.16,2024-01-30 14:15:43
227,Kathy Martinez,Marketing,72635.0,2012-06-01,57.0,Average,7464.88,kathy.martinez@company.com,72.68,2024-01-08 20:07:37
430,Charlie Johnson,Operations,109896.0,2016-04-22,36.0,Good,7048.37,charlie.johnson@company.com,79.79,2024-01-08 06:34:55
132,Bob Smith,IT,89811.0,2010-08-06,54.0,Below Average,9598.33,bob.smith@company.com,90.65,2024-01-26 06:58:04
214,David Garcia,IT,79790.0,2012-03-02,31.0,Average,5384.51,david.garcia@company.com,80.64,2024-01-20 04:16:44
571,Victor Jones,Finance,58017.0,2019-01-04,50.0,Below Average,,victor.jones@company.com,98.95,2024-01-19 03:47:44
372,Tina Davis,HR,78304.0,2015-03-13,26.0,Average,10858.85,tina.davis@company.com,81.93,2024-01-29 04:26:07
241,Tina Smith,Marketing,74584.0,2012-09-07,27.0,Excellent,9855.06,tina.smith@company.com,75.3,2024-01-17 22:53:44
158,Frank Martinez,Finance,60932.0,2011-02-04,25.0,Below Average,4300.81,frank.martinez@company.com,98.32,2024-01-08 18:25:44
293,David Williams,Operations,98335.0,2013-09-06,44.0,Good,12172.48,david.williams@company.com,89.75,2024-01-16 11:37:36
125,Jack Williams,IT,105733.0,2010-06-18,55.0,Excellent,,jack.williams@company.com,87.91,2024-01-09 00:39:23
118,Frank Rodriguez,Finance,110467.0,2010-04-30,42.0,Average,7160.5,frank.rodriguez@company.com,91.98,2024-01-27 15:14:50
366,Eve Smith,IT,480000.0,2015-01-30,48.0,Good,49240.34,eve.smith@company.com,98.53,2024-01-19 03:58:18
167,Mona Martinez,Finance,106690.0,2011-04-08,40.0,Poor,13968.23,mona.martinez@company.com,78.92,2024-01-06 04:08:33
309,Yara Jones,Sales,41150.0,2013-12-27,51.0,Excellent,2654.65,yara.jones@company.com,92.31,2024-01-07 09:12:05
580,Rachel Miller,Marketing,58384.0,2019-03-08,59.0,Good,5835.09,rachel.miller@company.com,74.19,2024-01-26 07:53:29
195,Kathy Martinez,IT,110271.0,2011-10-21,35.0,Poor,12618.66,kathy.martinez@company.com,70.64,2024-01-27 14:49:11
354,Bob Miller,Finance,81975.0,2014-11-07,28.0,Good,,bob.miller@company.com,78.21,2024-01-18 13:23:51
367,Nathan Rodriguez,Finance,112369.0,2015-02-06,54.0,Below Average,,nathan.rodriguez@company.com,74.53,2024-01-24 00:37:07
124,Uma Smith,Operations,92083.0,2010-06-11,59.0,Good,8772.59,uma.smith@company.com,84.89,2024-01-18 05:58:51
323,Hank Garcia,IT,49662.0,2014-04-04,32.0,Good,5418.04,hank.garcia@company.com,73.21,2024-01-10 10:31:25
362,Xander Williams,Sales,89115.0,2015-01-02,50.0,Average,,xander.williams@company.com,72.47,2024-01-18 09:44:03
527,Olivia Brown,HR,63959.0,2018-03-02,31.0,Excellent,6323.87,olivia.brown@company.com,81.73,2024-01-17 05:09:46
106,Nathan Jones,Finance,105318.0,2010-02-05,47.0,Average,7962.58,rachel.jones@company.com,72.48,2024-01-17 23:27:23
217,Nathan Miller,Finance,114543.0,2012-03-23,47.0,Excellent,,nathan.miller@company.com,77.01,2024-01-22 23:26:23
146,Xander Garcia,Finance,113656.0,2010-11-12,26.0,Good,16644.7,xander.garcia@company.com,75.55,2024-01-03 18:17:08
117,Alice Smith,IT,103734.0,2010-04-23,58.0,Excellent,,alice.smith@company.com,98.1,2024-01-21 04:13:03
563,Frank Johnson,IT,63833.0,2018-11-09,35.0,Poor,3916.0,frank.johnson@company.com,73.66,2024-01-30 19:21:23
458,Ivy Johnson,Finance,84261.0,2016-11-04,42.0,Average,,ivy.johnson@company.com,86.43,2024-01-20 14:39:58
104,Olivia Davis,Finance,102003.0,2010-01-22,52.0,Good,8714.23,olivia.davis@company.com,74.99,2024-01-09 05:16:54
319,Jack Smith,Finance,43343.0,2014-03-07,22.0,Below Average,2362.24,jack.smith@company.com,77.79,2024-01-27 21:09:40
506,Alice Miller,Sales,60559.0,2017-10-06,44.0,Poor,9020.07,alice.miller@company.com,97.37,2024-01-06 20:26:00
161,Olivia Johnson,IT,112694.0,2011-02-25,24.0,Below Average,9272.97,olivia.johnson@company.com,97.76,2024-01-12 05:32:00
211,Ivy Davis,Operations,89377.0,2012-02-10,46.0,Average,,ivy.davis@company.com,92.13,2024-01-20 14:09:13
419,Olivia Williams,IT,40728.0,2016-02-05,35.0,Excellent,2224.96,olivia.williams@company.com,71.19,2024-01-14 06:10:36
529,Leo Miller,Sales,69703.0,2018-03-16,54.0,Average,3722.92,leo.miller@company.com,77.74,2024-01-19 08:15:40
130,David Miller,Finance,91663.0,2010-07-23,55.0,Good,10283.94,david.miller@company.com,91.85,2024-01-11 06:32:42
538,Tina Jones,Sales,87605.0,2018-05-18,22.0,Below Average,7322.81,tina.jones@company.com,75.09,2024-01-30 14:42:02
572,Tina Garcia,Marketing,115880.0,2019-01-11,55.0,Below Average,10772.15,tina.garcia@company.com,70.15,2024-01-19 13:16:23
127,Frank Johnson,Finance,62671.0,2010-07-02,51.0,Below Average,5413.85,frank.johnson@company.com,93.13,2024-01-29 06:02:48
108,Nathan Miller,Sales,107172.0,2010-02-19,24.0,Excellent,,nathan.miller@company.com,77.36,2024-01-07 11:10:50
554,Jack Smith,Sales,98141.0,2018-09-07,43.0,Below Average,6783.97,jack.smith@company.com,87.56,2024-01-10 22:29:25
209,Yara Davis,IT,59738.0,2012-01-27,56.0,Below Average,6434.45,yara.davis@company.com,82.53,2024-01-10 08:28:02
138,Hank Smith,IT,42911.0,2010-09-17,50.0,Poor,,hank.smith@company.com,78.16,2024-01-17 10:23:58
258,Jack Johnson,IT,94748.0,2013-01-04,41.0,Good,13951.64,jack.johnson@company.com,76.71,2024-01-08 07:38:37
590,Ivy Martinez,Operations,93330.0,2019-05-17,48.0,Good,12726.56,ivy.martinez@company.com,96.04,2024-01-06 14:46:59
219,Xander Davis,Finance,96835.0,2012-04-06,38.0,Poor,,xander.davis@company.com,70.54,2024-01-10 12:45:38
215,Ivy Davis,Marketing,45600.0,2012-03-09,38.0,Poor,4292.74,ivy.davis@company.com,78.62,2024-01-16 00:45:45
276,Mona Smith,Finance,50966.0,2013-05-10,41.0,Excellent,3811.46,mona.smith@company.com,91.7,2024-01-26 10:56:42
474,Quincy Rodriguez,Operations,77080.0,2017-02-24,50.0,Excellent,9614.15,quincy.rodriguez@company.com,89.76,2024-01-15 02:13:43
282,Alice Rodriguez,HR,96661.0,2013-06-21,35.0,Poor,7770.99,alice.rodriguez@company.com,95.54,2024-01-26 20:40:05
245,Eve Brown,Finance,91885.0,2012-10-05,32.0,Poor,11956.41,eve.brown@company.com,80.5,2024-01-17 15:00:53
470,Uma Garcia,Operations,82348.0,2017-01-27,44.0,Good,10904.69,uma.garcia@company.com,99.28,2024-01-25 21:42:30
491,David Miller,Operations,53116.0,2017-06-23,53.0,Below Average,3038.85,david.miller@company.com,82.76,2024-01-19 05:02:06
296,Kathy Johnson,Operations,109678.0,2013-09-27,34.0,Poor,,kathy.johnson@company.com,91.25,2024-01-05 03:30:11
505,Alice Miller,HR,74620.0,2017-09-29,45.0,Below Average,4664.31,alice.miller@company.com,87.77,2024-01-29 04:31:52
376,Steve Miller,Sales,43373.0,2015-04-10,34.0,Average,2399.3,steve.miller@company.com,96.82,2024-01-06 15:21:31
555,Jack Davis,HR,63793.0,2018-09-14,45.0,Average,5678.08,jack.davis@company.com,96.05,2024-01-30 20:07:40
242,Uma Rodriguez,IT,72745.0,2012-09-14,27.0,Good,6549.63,uma.rodriguez@company.com,76.61,2024-01-26 05:16:32
466,Xander Garcia,HR,94693.0,2016-12-30,22.0,Poor,6223.8,xander.garcia@company.com,77.41,2024-01-15 05:56:31
168,Alice Miller,IT,44499.0,2011-04-15,42.0,Poor,3745.21,alice.miller@company.com,97.73,2024-01-29 03:00:04
311,Grace Rodriguez,IT,106617.0,2014-01-10,26.0,Poor,10212.19,grace.rodriguez@company.com,94.54,2024-01-14 23:36:31
269,Jack Davis,HR,46655.0,2013-03-22,29.0,Excellent,5453.56,jack.davis@company.com,94.29,2024-01-02 05:11:39
594,Ivy Martinez,IT,74816.0,2019-06-14,55.0,Poor,9317.46,ivy.martinez@company.com,98.34,2024-01-25 11:22:18
476,Wendy Brown,Sales,75909.0,2017-03-10,51.0,Average,8963.96,wendy.brown@company.com,86.66,2024-01-14 10:09:06
501,Xander Martinez,IT,73591.0,2017-09-01,50.0,Good,3880.07,xander.martinez@company.com,96.2,2024-01-10 14:13:22
373,Xander Miller,Finance,109449.0,2015-03-20,31.0,Below Average,,xander.miller@company.com,78.23,2024-01-09 03:22:51
210,Bob Davis,Sales,70746.0,2012-02-03,36.0,Excellent,,bob.davis@company.com,82.64,2024-01-02 14:27:38
349,Frank Garcia,Operations,80158.0,2014-10-03,23.0,Below Average,,frank.garcia@company.com,79.71,2024-01-02 04:34:20
246,Kathy Garcia,Operations,76631.0,2012-10-12,51.0,Average,5941.74,kathy.garcia@company.com,71.74,2024-01-27 09:33:42
193,Alice Williams,Marketing,62399.0,2011-10-07,36.0,Good,3690.49,alice.williams@company.com,70.73,2024-01-26 15:49:16
253,Tina Williams,IT,50729.0,2012-11-30,57.0,Poor,4354.04,tina.williams@company.com,92.75,2024-01-28 10:53:00
468,Quincy Jones,Operations,68295.0,2017-01-13,34.0,Excellent,9214.86,quincy.jones@company.com,96.15,2024-01-19 21:08:14
568,Nathan Williams,Finance,112474.0,2018-12-14,43.0,Poor,15061.46,nathan.williams@company.com,71.25,2024-01-10 18:35:18
184,Yara Garcia,Sales,61357.0,2011-08-05,47.0,Below Average,7330.94,yara.garcia@company.com,71.96,2024-01-25 09:28:52
346,David Johnson,Finance,63049.0,2014-09-12,46.0,Poor,8240.24,david.johnson@company.com,92.75,2024-01-29 05:10:54
266,Bob Brown,HR,110316.0,2013-03-01,23.0,Excellent,15712.09,bob.brown@company.com,96.66,2024-01-28 08:29:59
264,Tina Smith,Operations,50647.0,2013-02-15,51.0,Below Average,4880.53,tina.smith@company.com,77.97,2024-01-23 22:53:10
300,Bob Jones,Marketing,57019.0,2013-10-25,58.0,Below Average,4506.4,bob.jones@company.com,88.56,2024-01-06 03:57:24
329,Paul Williams,Sales,53284.0,2014-05-16,58.0,Below Average,6435.53,paul.williams@company.com,97.96,2024-01-04 20:53:46
175,Ivy Williams,HR,45539.0,2011-06-03,22.0,Excellent,6117.2,ivy.williams@company.com,94.87,2024-01-24 03:52:24
579,Yara Jones,Operations,52763.0,2019-03-01,57.0,Excellent,,yara.jones@company.com,90.01,2024-01-25 07:32:03
459,Paul Miller,Marketing,41542.0,2016-11-11,28.0,Poor,,paul.miller@company.com,94.52,2024-01-22 02:27:35
351,Quincy Davis,Marketing,63289.0,2014-10-17,27.0,Average,,quincy.davis@company.com,93.11,2024-01-25 13:09:34
